question,answers
"Which artist, a member of the Order of Merit, was born in Bradford in July 1937?","{'answer_start': array([18]), 'text': array(['hockney'], dtype=object)}"
"Which artist, a member of the Order of Merit, was born in Bradford in July 1937?","{'answer_start': array([229]), 'text': array(['hockney'], dtype=object)}"
"Which artist, a member of the Order of Merit, was born in Bradford in July 1937?","{'answer_start': array([768]), 'text': array(['hockney'], dtype=object)}"
'Signal Failures' written by Dr. B. Ching is the title of a column that has appeared in which magazine?,"{'answer_start': array([190]), 'text': array(['private eye'], dtype=object)}"
'Signal Failures' written by Dr. B. Ching is the title of a column that has appeared in which magazine?,"{'answer_start': array([680]), 'text': array(['private eye'], dtype=object)}"
'Signal Failures' written by Dr. B. Ching is the title of a column that has appeared in which magazine?,"{'answer_start': array([813]), 'text': array(['private eye'], dtype=object)}"
In which US state is the Innoko River?,"{'answer_start': array([1267]), 'text': array(['state of alaska'], dtype=object)}"
"What type of animal, according to its alternative name, is the Thylacine now thought to be extinct?","{'answer_start': array([811]), 'text': array(['tasmanian tiger'], dtype=object)}"
"What type of animal, according to its alternative name, is the Thylacine now thought to be extinct?","{'answer_start': array([360]), 'text': array(['tasmanian tiger'], dtype=object)}"
"Which word completes the title of a Marina Lewycka book: 'A Short History Of ....', in Ukrainian?","{'answer_start': array([108]), 'text': array(['tractors'], dtype=object)}"
"Which word completes the title of a Marina Lewycka book: 'A Short History Of ....', in Ukrainian?","{'answer_start': array([632]), 'text': array(['tractors'], dtype=object)}"
"Which word completes the title of a Marina Lewycka book: 'A Short History Of ....', in Ukrainian?","{'answer_start': array([387]), 'text': array(['tractors'], dtype=object)}"
Which character created by Keith Waterhouse was played on film by Tom Courtneyand on TV by Jeff Rawle?,"{'answer_start': array([651]), 'text': array(['billy liar'], dtype=object)}"
Which character created by Keith Waterhouse was played on film by Tom Courtneyand on TV by Jeff Rawle?,"{'answer_start': array([293]), 'text': array(['billy liar'], dtype=object)}"
Who plays 'Hannibal Smith' in the 2010 film 'The A- Team'?,"{'answer_start': array([742]), 'text': array(['liam neeson'], dtype=object)}"
Who plays 'Hannibal Smith' in the 2010 film 'The A- Team'?,"{'answer_start': array([117]), 'text': array(['liam neeson'], dtype=object)}"
Who plays 'Hannibal Smith' in the 2010 film 'The A- Team'?,"{'answer_start': array([1280]), 'text': array(['liam neeson'], dtype=object)}"
Which animal appears on the flag of the US state of Wyoming?,"{'answer_start': array([1312]), 'text': array(['buffalo or bison'], dtype=object)}"
"Which boy band consists of Niall Horan, Zayn Malik, Liam Payne, Harry Stiles and Louis Tomlinson?","{'answer_start': array([218]), 'text': array(['one direction'], dtype=object)}"
"Which boy band consists of Niall Horan, Zayn Malik, Liam Payne, Harry Stiles and Louis Tomlinson?","{'answer_start': array([607]), 'text': array(['one direction'], dtype=object)}"
"Which boy band consists of Niall Horan, Zayn Malik, Liam Payne, Harry Stiles and Louis Tomlinson?","{'answer_start': array([1472]), 'text': array(['one direction'], dtype=object)}"
In which constellation is the star 'Betelguese'?,"{'answer_start': array([1182]), 'text': array(['orion'], dtype=object)}"
In which constellation is the star 'Betelguese'?,"{'answer_start': array([507]), 'text': array(['orion'], dtype=object)}"
In which constellation is the star 'Betelguese'?,"{'answer_start': array([522]), 'text': array(['orion'], dtype=object)}"
Which pop star had the real name of Ernest Evans?,"{'answer_start': array([314]), 'text': array(['chubby checker'], dtype=object)}"
Which pop star had the real name of Ernest Evans?,"{'answer_start': array([498]), 'text': array(['chubby checker'], dtype=object)}"
Which pop star had the real name of Ernest Evans?,"{'answer_start': array([1039]), 'text': array(['chubby checker'], dtype=object)}"
"Napoleon called this the 'Battle of Mont Saint Jean', by what name do we know it?","{'answer_start': array([370]), 'text': array(['waterloo'], dtype=object)}"
"Napoleon called this the 'Battle of Mont Saint Jean', by what name do we know it?","{'answer_start': array([674]), 'text': array(['waterloo'], dtype=object)}"
"Napoleon called this the 'Battle of Mont Saint Jean', by what name do we know it?","{'answer_start': array([48]), 'text': array(['waterloo'], dtype=object)}"
Pd is the chemical symbol for which element?,"{'answer_start': array([1246]), 'text': array(['palladium'], dtype=object)}"
Pd is the chemical symbol for which element?,"{'answer_start': array([1213]), 'text': array(['palladium'], dtype=object)}"
Pd is the chemical symbol for which element?,"{'answer_start': array([788]), 'text': array(['palladium'], dtype=object)}"
What name is given to a line on a map joining places of equal rainfall?,"{'answer_start': array([974]), 'text': array(['isolines'], dtype=object)}"
Which is the fourth largest of the Balearic Islands?,"{'answer_start': array([570]), 'text': array(['formentera'], dtype=object)}"
Which is the fourth largest of the Balearic Islands?,"{'answer_start': array([708]), 'text': array(['formentera'], dtype=object)}"
Who was the President of the USA at the time of the 1929 Stock Market 'Crash'?,"{'answer_start': array([636]), 'text': array(['herbert hoover'], dtype=object)}"
Which is the largest island off the west coast of North America?,"{'answer_start': array([151]), 'text': array(['vancouver island'], dtype=object)}"
Which is the largest island off the west coast of North America?,"{'answer_start': array([380]), 'text': array(['vancouver island'], dtype=object)}"
Which is the largest island off the west coast of North America?,"{'answer_start': array([312]), 'text': array(['vancouver island'], dtype=object)}"
'Jomo Kenyatta Airport' serves which African city?,"{'answer_start': array([1310]), 'text': array(['citi hoppa'], dtype=object)}"
"Who in the Bible, became the first drunken man after planting a vineyard?","{'answer_start': array([292]), 'text': array(['noah'], dtype=object)}"
"Who in the Bible, became the first drunken man after planting a vineyard?","{'answer_start': array([314]), 'text': array(['noah'], dtype=object)}"
"Who in the Bible, became the first drunken man after planting a vineyard?","{'answer_start': array([620]), 'text': array(['noah'], dtype=object)}"
"Who in the Bible, became the first drunken man after planting a vineyard?","{'answer_start': array([739]), 'text': array(['noah'], dtype=object)}"
The title of the play Arms and the Man by George Bernard Shaw comes from the opening words of the Aeneid by which Roman poet?,"{'answer_start': array([299]), 'text': array(['virgil'], dtype=object)}"
The title of the play Arms and the Man by George Bernard Shaw comes from the opening words of the Aeneid by which Roman poet?,"{'answer_start': array([293]), 'text': array(['virgil'], dtype=object)}"
"Which element, atomic number 15, has the symbol 'P'?","{'answer_start': array([441]), 'text': array(['phosphorus'], dtype=object)}"
Name the year: John F Kennedy was elected president; U-2 spy plane was shot down and Hollywood actor Clark Gable died?,"{'answer_start': array([98]), 'text': array(['1960'], dtype=object)}"
Name the year: John F Kennedy was elected president; U-2 spy plane was shot down and Hollywood actor Clark Gable died?,"{'answer_start': array([949]), 'text': array(['1960'], dtype=object)}"
Who played the part of 'herman' in the 1960's TV series 'The Munsters'?,"{'answer_start': array([145]), 'text': array(['fred gwynne'], dtype=object)}"
Who played the part of 'herman' in the 1960's TV series 'The Munsters'?,"{'answer_start': array([1302]), 'text': array(['fred gwynne'], dtype=object)}"
Which novel features the scholar 'Humbert Humbert'?,"{'answer_start': array([24]), 'text': array(['lolita'], dtype=object)}"
Which novel features the scholar 'Humbert Humbert'?,"{'answer_start': array([425]), 'text': array(['lolita'], dtype=object)}"
Which novel features the scholar 'Humbert Humbert'?,"{'answer_start': array([1191]), 'text': array(['lolita'], dtype=object)}"
Alphabetically which is the last book of the Old Testament?,"{'answer_start': array([751]), 'text': array(['zephaniah'], dtype=object)}"
"Which type of roof is pitched at two different angles, the lower part being steeper than the upper?","{'answer_start': array([292]), 'text': array(['mansard roof'], dtype=object)}"
Who composed the musical shows 'Swingtime' and 'Showboat'?,"{'answer_start': array([1168]), 'text': array(['jerome kern'], dtype=object)}"
Which company produces the 'Fireblade' motorcycle?,"{'answer_start': array([108]), 'text': array(['honda'], dtype=object)}"
Which company produces the 'Fireblade' motorcycle?,"{'answer_start': array([1057]), 'text': array(['honda'], dtype=object)}"
Which company produces the 'Fireblade' motorcycle?,"{'answer_start': array([520]), 'text': array(['honda'], dtype=object)}"
Which hit for 'Wet Wet Wet' was the biggest-selling single in Britain in 1994?,"{'answer_start': array([26]), 'text': array(['love is all around'], dtype=object)}"
Which hit for 'Wet Wet Wet' was the biggest-selling single in Britain in 1994?,"{'answer_start': array([765]), 'text': array(['love is all around'], dtype=object)}"
Which hit for 'Wet Wet Wet' was the biggest-selling single in Britain in 1994?,"{'answer_start': array([941]), 'text': array(['love is all around'], dtype=object)}"
The main motto of which organisation is: 'Service Above Self'?,"{'answer_start': array([1243]), 'text': array(['rotary clubs'], dtype=object)}"
The main motto of which organisation is: 'Service Above Self'?,"{'answer_start': array([136]), 'text': array(['rotary clubs'], dtype=object)}"
"According to the Bible, who was renamed Israel because he wrestled with God?","{'answer_start': array([785]), 'text': array(['jacob'], dtype=object)}"
"According to the Bible, who was renamed Israel because he wrestled with God?","{'answer_start': array([862]), 'text': array(['jacob'], dtype=object)}"
"In the Book of Genesis, who dreamt of a ladder reaching from Earth to the Heavens?","{'answer_start': array([317]), 'text': array(['jacob'], dtype=object)}"
"In the Book of Genesis, who dreamt of a ladder reaching from Earth to the Heavens?","{'answer_start': array([504]), 'text': array(['jacob'], dtype=object)}"
"In the Book of Genesis, who dreamt of a ladder reaching from Earth to the Heavens?","{'answer_start': array([144]), 'text': array(['jacob'], dtype=object)}"
'Stane Street' was a Roman road that linked London to which city?,"{'answer_start': array([67]), 'text': array(['chichester'], dtype=object)}"
